🌷丨MV,#genre#	
B+音乐厅,http://bp-caster.bestv.com.cn/469/1/video.m3u8	
相声有新人,http://bp-caster.bestv.com.cn/512/1/video.m3u8	
迷案上海滩,http://bp-caster.bestv.com.cn/494/1/video.m3u8	
打工人奋斗史,http://bp-caster.bestv.com.cn/532/1/video.m3u8	
泰上头,http://bp-caster.bestv.com.cn/490/1/video.m3u8	
介就是爱,http://bp-caster.bestv.com.cn/480/1/video.m3u8	
七彩戏剧,https://bp-caster.bestv.com.cn/250/1/video.m3u8	
健康,http://bp-caster.bestv.com.cn:80/402/1/video.m3u8	
读诗,http://bp-caster.bestv.com.cn:80/418/3/video.m3u8	
戏曲,http://bp-caster.bestv.com.cn:80/429/3/video.m3u8	
美食,http://bp-caster.bestv.com.cn:80/432/2/video.m3u8	
不朽的传承,http://bp-caster.bestv.com.cn:80/437/2/video.m3u8	
烈焰青春,http://bp-caster.bestv.com.cn:80/439/play.m3u8	
春晚,http://bp-caster.bestv.com.cn:80/435/3/video.m3u8	
跨年,http://bp-caster.bestv.com.cn:80/436/3/video.m3u8	
我们的歌,http://bp-caster.bestv.com.cn:80/378/1/video.m3u8	
完美的夏天,http://bp-caster.bestv.com.cn:80/377/2/video.m3u8	
神奇公司,http://bp-caster.bestv.com.cn:80/356/play.m3u8	
jj斗地主,http://bp-caster.bestv.com.cn:80/359/1/video.m3u8	
搞笑穿越,http://bp-caster.bestv.com.cn:80/361/play.m3u8	
科学大爆炸,http://bp-caster.bestv.com.cn:80/333/play.m3u8	
高颜值偶像剧,http://bp-caster.bestv.com.cn:80/328/play.m3u8	
下饭爽剧,http://bp-caster.bestv.com.cn:80/322/play.m3u8	
猫和老鼠,http://bp-caster.bestv.com.cn:80/319/1/video.m3u8?servicetype=1	
童年国漫,https://bp-caster.bestv.com.cn:443/249/play.m3u8	
海派滑稽戏,https://bp-caster.bestv.com.cn:443/250/play.m3u8	
相声有新人,http://bp-caster.bestv.com.cn:80/335/3/video.m3u8	
越剧名家名段,http://bp-caster.bestv.com.cn:80/320/play.m3u8	
猫和老鼠,http://bp-caster.bestv.com.cn:80/319/1/video.m3u8	



🌷丨影视,#genre#	
周星驰[1],https://epg.112114.xyz/huya/11342412	
林正英[4],https://epg.112114.xyz/huya/11342421
港台电影[5],https://epg.112114.xyz/huya/880261		
铁齿铜牙纪晓岚[8],https://epg.112114.xyz/huya/11342396	
沈腾[9],https://epg.112114.xyz/huya/11601968	
科幻五分钟[10],https://epg.112114.xyz/huya/15152155	
新三国[11],https://epg.112114.xyz/huya/11352944	
金庸经典剧[12],https://epg.112114.xyz/huya/11602082	
徐克[13],https://epg.112114.xyz/huya/11352909	
极限挑战[14],https://epg.112114.xyz/huya/11352914	
地下交通站[21],https://epg.112114.xyz/huya/11342433	
爱情公寓[23],https://epg.112114.xyz/huya/11336726	
电影[24],https://epg.112114.xyz/huya/618917	
倚天屠龙记[25],https://epg.112114.xyz/huya/11342403	
龙珠[27],https://epg.112114.xyz/huya/18632116	
让子弹飞[28],https://epg.112114.xyz/huya/11259843	
甄子丹[31],https://epg.112114.xyz/huya/11352935	
家有儿女[32],https://epg.112114.xyz/huya/11352872		
雍正王朝[36],https://epg.112114.xyz/huya/11342439	
恐怖电影找力哥[41],https://epg.112114.xyz/huya/23419131	
秀cai遇着兵[42],https://epg.112114.xyz/huya/11352871	
新水浒[44],https://epg.112114.xyz/huya/11342384	
士兵突击[45],https://epg.112114.xyz/huya/11342430	
龙门镖局[48],https://epg.112114.xyz/huya/11352874	
刘德华[49],https://epg.112114.xyz/huya/11342424	
官场大佬再创业[54],https://epg.112114.xyz/huya/11602086	
网球王子[55],https://epg.112114.xyz/huya/11352882	
康熙王朝[56],https://epg.112114.xyz/huya/11352940	
康熙微服私访[58],https://epg.112114.xyz/huya/11342418
极品新娘[60],https://epg.112114.xyz/huya/11342426	
三国演义[63],https://epg.112114.xyz/huya/11602081	
止戈电影[64],https://epg.112114.xyz/huya/19863777	
李连杰[65],https://epg.112114.xyz/huya/11342390		
科幻电影[68],https://epg.112114.xyz/huya/11602034	
红海行动[72],https://epg.112114.xyz/huya/11601986	
生活大爆炸[73],https://epg.112114.xyz/huya/11342417	
五福星[77],https://epg.112114.xyz/huya/11282233	
麻雀[79],https://epg.112114.xyz/huya/11352881	
封神演义[80],https://epg.112114.xyz/huya/19524135	
小品[81],https://epg.112114.xyz/huya/11352938	
周润发[83],https://epg.112114.xyz/huya/11342387	
搞笑的一家人[84],https://epg.112114.xyz/huya/11342402	
经典高智商犯罪片[86],https://epg.112114.xyz/huya/11352962	
倩女幽魂[87],https://epg.112114.xyz/huya/11601970	
Yes小哥的美食[88],https://epg.112114.xyz/huya/14363949	
朱雀青龙[89],https://epg.112114.xyz/huya/11352905	
杨幂扮演王昭君出塞[90],https://epg.112114.xyz/huya/11352910	
芈月传[91],https://epg.112114.xyz/huya/11352975	
神貂侠侣[92],https://epg.112114.xyz/huya/11352964
林正英[93],https://epg.112114.xyz/huya/18441722	
港产搞笑[94],https://epg.112114.xyz/huya/11601960	
我de团长我的团[95],https://epg.112114.xyz/huya/11342416	
天龙八部[96],https://epg.112114.xyz/huya/11352912	
小鲤鱼[97],https://epg.112114.xyz/huya/11601961	
中华小当家[98],https://epg.112114.xyz/huya/11342413	
7分钟看完科幻[99],https://epg.112114.xyz/huya/17105786	
警匪[100],https://epg.112114.xyz/huya/11352886	
虎牙[102],https://epg.112114.xyz/huya/21059565	
权力的游戏[103],https://epg.112114.xyz/huya/17943364	
港式警匪片[104],https://epg.112114.xyz/huya/16424416	
百鸟朝凤[105],https://epg.112114.xyz/huya/15894162	
猫和老鼠[106],https://epg.112114.xyz/huya/11352879	
新乌龙院之笑闹江湖[109],https://epg.112114.xyz/huya/15981239	
旋风球技[110],https://epg.112114.xyz/huya/11342400	
海贼王15[111],https://epg.112114.xyz/huya/17941367	
RM 刘在石李光洙跑男[114],https://epg.112114.xyz/huya/11336725	
吐槽大会[115],https://epg.112114.xyz/huya/11342422	
大秦帝国[116],https://epg.112114.xyz/huya/11602074	
黑帮斗争[117],https://epg.112114.xyz/huya/11342419	
笑傲帮[120],https://epg.112114.xyz/huya/11352908	
火影忍者[121],https://epg.112114.xyz/huya/20236200	
葛二蛋[122],https://epg.112114.xyz/huya/11602072	
军事武器分析[123],https://epg.112114.xyz/huya/15824466	
悬疑推理烧脑破案[126],https://epg.112114.xyz/huya/17445539	
神医喜来乐[127],https://epg.112114.xyz/huya/11601978	
小川电影解说[128],https://epg.112114.xyz/huya/15870999	
好莱坞[130],https://epg.112114.xyz/huya/21059587	
医馆笑传[131],https://epg.112114.xyz/huya/11352891	
经典好片[132],https://epg.112114.xyz/huya/11342427	
史诗级战zheng电影[133],https://epg.112114.xyz/huya/21059556	
开心快乐就完事了[134],https://epg.112114.xyz/huya/11342388	
黄金配角廖启智[135],https://epg.112114.xyz/huya/21059562	
中国功夫[136],https://epg.112114.xyz/huya/11352941	
Han国高分动作片[137],https://epg.112114.xyz/huya/11352884	
勇敢的心[138],https://epg.112114.xyz/huya/11602037	
经典好剧[139],https://epg.112114.xyz/huya/11602085	
精彩不断[140],https://epg.112114.xyz/huya/24396428	
高分电影[141],https://epg.112114.xyz/huya/16615910	
隋唐英雄[144],https://epg.112114.xyz/huya/11352899	
美食纪录片[148],https://epg.112114.xyz/huya/11352955	
张显宗[149],https://epg.112114.xyz/huya/16865726	
一口毒奶[150],https://epg.112114.xyz/huya/16144261	
邓超[151],https://epg.112114.xyz/huya/11336592	
经典影片[152],https://epg.112114.xyz/huya/15267139	
经典喜剧片[154],https://epg.112114.xyz/huya/11352894	
X档案[155],https://epg.112114.xyz/huya/20045465	
大片[156],https://epg.112114.xyz/huya/21059585	
影片欣赏[160],https://epg.112114.xyz/huya/20695907	
徐峥[161],https://epg.112114.xyz/huya/11602043	
电影笔记[162],https://epg.112114.xyz/huya/16920222	
异形世界[165],https://epg.112114.xyz/huya/21059577	
6分钟看惊悚恐怖片[168],https://epg.112114.xyz/huya/15494057	
神hua[169],https://epg.112114.xyz/huya/11352913	
海贼王[173],https://epg.112114.xyz/huya/16739452	
速看[174],https://epg.112114.xyz/huya/16868935	
科幻片[176],https://epg.112114.xyz/huya/17904870	
速看美剧[177],https://epg.112114.xyz/huya/17204307	
林正英[178],https://epg.112114.xyz/huya/21388479	
笑傲江湖 喜剧脱口秀[179],https://epg.112114.xyz/huya/11352937	
大侦探皮卡丘[181],https://epg.112114.xyz/huya/17341907	
沫漾电影[182],https://epg.112114.xyz/huya/15556391	
今晚80后脱口秀[183],https://epg.112114.xyz/huya/11352961	
奇幻片[184],https://epg.112114.xyz/huya/16149609	
进来看看电影[186],https://epg.112114.xyz/huya/24376361	
骆驼祥子[187],https://epg.112114.xyz/huya/19450129	
怀玉格格[191],https://epg.112114.xyz/huya/11352887	
中国最后一个太监[192],https://epg.112114.xyz/huya/16604522	
科幻动作电影[193],https://epg.112114.xyz/huya/16914870	
母亲为爱展开复仇[195],https://epg.112114.xyz/huya/16626185	
电ju惊魂系列[196],https://epg.112114.xyz/huya/11352903	
经典小影院[201],https://epg.112114.xyz/huya/23017124	
娘子陪你看[206],https://epg.112114.xyz/huya/18964209	
捉妖记[207],https://epg.112114.xyz/huya/11342414	
欧美电影[211],https://epg.112114.xyz/huya/21059581	
硬汉的直播间[212],https://epg.112114.xyz/huya/24614407	
天雷滚滚[213],https://epg.112114.xyz/huya/11352945	
港剧经典[215],https://epg.112114.xyz/huya/11352965	
喜剧专场[217],https://epg.112114.xyz/huya/11602044	
浓浓当年情[218],https://epg.112114.xyz/huya/11602065	
搜神传[220],https://epg.112114.xyz/huya/11342437	
情深深雨濛濛[221],https://epg.112114.xyz/huya/11352885	
女神系列[222],https://epg.112114.xyz/huya/11336571	
金庸的武侠世界[223],https://epg.112114.xyz/huya/11342435	
穿越千年之恋[225],https://epg.112114.xyz/huya/11342398	
天龙八部[226],https://epg.112114.xyz/huya/11602041	
魔法世界[227],https://epg.112114.xyz/huya/21059580	
文成公主进藏[228],https://epg.112114.xyz/huya/11352974	
舒克和贝塔[229],https://epg.112114.xyz/huya/11352949	
镖行天下[230],https://epg.112114.xyz/huya/11352969	
许氏三杰[232],https://epg.112114.xyz/huya/11602033	
精忠岳飞南征北战[234],https://epg.112114.xyz/huya/11336578	
张卫健[235],https://epg.112114.xyz/huya/11342423	
中国西部刑侦大案纪实[236],https://epg.112114.xyz/huya/11601972	
搞笑僵尸片[238],https://epg.112114.xyz/huya/11352963	
国产青春爱情[239],https://epg.112114.xyz/huya/11602075	
孙悟空[240],https://epg.112114.xyz/huya/11342395	
太空混战[241],https://epg.112114.xyz/huya/21059579	
三国鼎立[242],https://epg.112114.xyz/huya/11602077	
da宋提刑官[243],https://epg.112114.xyz/huya/11279251	
赘婿[244],https://epg.112114.xyz/huya/21059564	
歪果仁的动作片子[246],https://epg.112114.xyz/huya/21059552	
冯小刚合集[247],https://epg.112114.xyz/huya/11352906	
命案十三宗[248],https://epg.112114.xyz/huya/11601981	
令狐冲&东方不败[249],https://epg.112114.xyz/huya/11601962	
四驱兄弟[250],https://epg.112114.xyz/huya/11352922	
最佳搭档[251],https://epg.112114.xyz/huya/11342397	
利箭特战队出击！[252],https://epg.112114.xyz/huya/11352973
金庸作品电影[278],https://epg.112114.xyz/huya/11352897	
华语经典,http://epg.112114.xyz/douyu/434971		
刘德华电影1,http://epg.112114.xyz/douyu/2516864	
刘德华电影2,http://epg.112114.xyz/douyu/8985415	
喜剧经典,http://epg.112114.xyz/douyu/9650887	
豆瓣高分,http://epg.112114.xyz/douyu/8770422	
林正英电影1,http://epg.112114.xyz/douyu/218859	
林正英电影2,http://epg.112114.xyz/douyu/7356023	
